"_loan_id","_pdate","_od","_pr","_ost_pre","_ost_aft"
"80e4000c297afa9111e7b3ba4d32414e","2016-12-17","59322.00","114583.00","2440678.000","2440678.000"
"80e4000c297afa9111e7b3ba4d32414e","2017-01-17","58312.00","115593.00","2382366.000","2382366.000"
"80e4000c297afa9111e7b3ba4d32414e","2017-02-17","61073.00","112832.00","2321293.000","2321292.000"
"80e4000c297afa9111e7b3ba4d32414e","2017-03-17","74605.00","99300.00","2246688.000","2246687.000"
"80e4000c297afa9111e7b3ba4d32414e","2017-04-17","67499.00","106406.00","2179189.000","2179188.000"
"80e4000c297afa9111e7b3ba4d32414e","2017-05-17","74025.00","99880.00","2105164.000","2105162.000"
"80e4000c297afa9111e7b3ba4d32414e","2017-06-17","74202.00","99703.00","2030962.000","2030960.000"
"80e4000c297afa9111e7b3ba4d32414e","2017-07-17","80819.00","93086.00","1950143.000","1950141.000"
"80e4000c297afa9111e7b3ba4d32414e","2017-08-17","81544.00","92361.00","1868599.000","1868597.000"
"80e4000c297afa9111e7b3ba4d32414e","2017-09-17","85406.00","88499.00","1783193.000","1783191.000"
"80e4000c297afa9111e7b3ba4d32414e","2017-10-17","92175.00","81730.00","1691018.000","1691016.000"
"80e4000c297afa9111e7b3ba4d32414e","2017-11-17","93816.00","80089.00","1597202.000","1597199.000"
"80e4000c297afa9111e7b3ba4d32414e","2017-12-17","100700.00","73205.00","1496502.000","1496499.000"
"80e4000c297afa9111e7b3ba4d32414e","2018-01-17","103029.00","70876.00","1393473.000","1393470.000"
"80e4000c297afa9111e7b3ba4d32414e","2018-02-17","107908.00","65997.00","1285565.000","1285561.000"
"80e4000c297afa9111e7b3ba4d32414e","2018-03-17","118911.00","54994.00","1166654.000","1166649.000"
"80e4000c297afa9111e7b3ba4d32414e","2018-04-17","118651.00","55254.00","1048003.000","1047998.000"
"80e4000c297afa9111e7b3ba4d32414e","2018-05-17","125871.00","48034.00","922132.000","922126.000"
"80e4000c297afa9111e7b3ba4d32414e","2018-06-17","130232.00","43673.00","791900.000","791894.000"
"80e4000c297afa9111e7b3ba4d32414e","2018-07-17","137609.00","36296.00","654291.000","654284.000"
"80e4000c297afa9111e7b3ba4d32414e","2018-08-17","142917.00","30988.00","511374.000","511367.000"
"80e4000c297afa9111e7b3ba4d32414e","2018-09-17","149686.00","24219.00","361688.000","361681.000"
"80e4000c297afa9111e7b3ba4d32414e","2018-10-17","157328.00","16577.00","204360.000","204353.000"
"80e4000c297afa9111e7b3ba4d32414e","2018-11-19","204360.00","10303.00","0.000","0.000"
"810800505694c42011e8e7ba2a487226","2018-12-14","0.00","142083.00","3100000.000","3100000.000"
"810800505694c42011e8e7ba2a487226","2019-01-14","0.00","146819.00","3100000.000","3100000.000"
"810800505694c42011e8e7ba2a487226","2019-02-14","0.00","146819.00","3100000.000","3100000.000"
"810800505694c42011e8e7ba2a487226","2019-03-14","0.00","132611.00","3100000.000","3100000.000"
"810800505694c42011e8e7ba2a487226","2019-04-15","0.00","151556.00","3100000.000","3100000.000"
"810800505694c42011e8e7ba2a487226","2019-05-14","0.00","137347.00","3100000.000","3100000.000"
"810800505694c42011e8e7ba2a487226","2019-06-14","458281.00","146819.00","3100000.000","2641719.000"
"810800505694c42011e8e7ba2a487226","2019-07-15","479985.00","125115.00","2641719.000","2161734.000"
"810800505694c42011e8e7ba2a487226","2019-08-14","506021.00","99079.00","2161734.000","1655713.000"
"810800505694c42011e8e7ba2a487226","2019-09-16","521624.00","83476.00","1655713.000","1134089.000"
"810800505694c42011e8e7ba2a487226","2019-10-14","556586.00","48514.00","1134089.000","577503.000"
"810800505694c42011e8e7ba2a487226","2019-11-14","577503.00","27351.00","577503.000","0.000"
"810800505694c42011e8e7cb1163dc84","2018-11-15","0.00","0.00","0.000","0.000"
"810800505694c42011e8e7cb1163dc84","2018-12-19","0.00","362667.00","8000000.000","8000000.000"
"810800505694c42011e8e7cb1163dc84","2019-01-15","0.00","288000.00","8000000.000","8000000.000"
"810800505694c42011e8e7cb1163dc84","2019-02-15","0.00","330667.00","8000000.000","8000000.000"
"810800505694c42011e8e7cb1163dc84","2019-03-15","0.00","298667.00","8000000.000","8000000.000"
"810800505694c42011e8e7cb1163dc84","2019-04-15","0.00","330667.00","8000000.000","8000000.000"
"810800505694c42011e8e7cb1163dc84","2019-05-15","0.00","320000.00","8000000.000","8000000.000"
"810800505694c42011e8e7cb1163dc84","2019-06-17","1180000.00","352000.00","8000000.000","6820000.000"
"810800505694c42011e8e7cb1163dc84","2019-07-15","1277387.00","254613.00","6820000.000","5542613.000"
"810800505694c42011e8e7cb1163dc84","2019-08-15","1302905.00","229095.00","5542613.000","4239708.000"
"810800505694c42011e8e7cb1163dc84","2019-09-16","1351106.00","180894.00","4239708.000","2888602.000"
"810800505694c42011e8e7cb1163dc84","2019-10-15","1420307.00","111693.00","2888602.000","1468295.000"
"810800505694c42011e8e7cb1163dc84","2019-11-15","1468295.00","60690.00","1468295.000","0.000"
"810800505694c42011e8e7cb1163dc86","2018-11-15","0.00","0.00","0.000","0.000"
"810800505694c42011e8e7cb1163dc86","2018-12-19","0.00","22667.00","500000.000","500000.000"
"810800505694c42011e8e7cb1163dc86","2019-01-15","0.00","18000.00","500000.000","500000.000"
"810800505694c42011e8e7cb1163dc86","2019-02-15","0.00","20667.00","500000.000","500000.000"
"810800505694c42011e8e7cb1163dc86","2019-03-15","0.00","18667.00","500000.000","500000.000"
"810800505694c42011e8e7cb1163dc86","2019-04-15","0.00","20667.00","500000.000","500000.000"
"810800505694c42011e8e7cb1163dc86","2019-05-15","0.00","20000.00","500000.000","500000.000"
"810800505694c42011e8e7cb1163dc86","2019-06-17","40000.00","22000.00","500000.000","460000.000"
"810800505694c42011e8e7cb1163dc86","2019-07-15","44827.00","17173.00","460000.000","415173.000"
"810800505694c42011e8e7cb1163dc86","2019-08-15","44840.00","17160.00","415173.000","370333.000"
"810800505694c42011e8e7cb1163dc86","2019-09-16","46199.00","15801.00","370333.000","324134.000"
"810800505694c42011e8e7cb1163dc86","2019-10-15","49467.00","12533.00","324134.000","274667.000"
"810800505694c42011e8e7cb1163dc86","2019-11-15","50647.00","11353.00","274667.000","224020.000"
"810800505694c42011e8e7cb1163dc86","2019-12-18","52143.00","9857.00","224020.000","171877.000"
"810800505694c42011e8e7cb1163dc86","2020-01-15","55583.00","6417.00","171877.000","116294.000"
"810800505694c42011e8e7cb1163dc86","2020-02-17","56883.00","5117.00","116294.000","59411.000"
"810800505694c42011e8e7cb1163dc86","2020-03-16","59411.00","2218.00","59411.000","0.000"
"810800505694c42011e8ebbe325b2c34","2018-11-20","0.00","0.00","0.000","0.000"
"810800505694c42011e8ebbe325b2c34","2018-12-20","0.00","154167.00","3700000.000","3700000.000"
"810800505694c42011e8ebbe325b2c34","2019-01-21","0.00","164444.00","3700000.000","3700000.000"
"810800505694c42011e8ebbe325b2c34","2019-02-20","0.00","154167.00","3700000.000","3700000.000"
"810800505694c42011e8ebbe325b2c34","2019-03-20","0.00","143889.00","3700000.000","3700000.000"
"810800505694c42011e8ebbe325b2c34","2019-04-22","0.00","169583.00","3700000.000","3700000.000"
"810800505694c42011e8ebbe325b2c34","2019-05-20","0.00","143889.00","3700000.000","3700000.000"
"810800505694c42011e8ebbe325b2c34","2019-06-20","553194.00","159306.00","3700000.000","3146806.000"
"810800505694c42011e8ebbe325b2c34","2019-07-22","572642.00","139858.00","3146806.000","2574164.000"
"810800505694c42011e8ebbe325b2c34","2019-08-20","608818.00","103682.00","2574164.000","1965346.000"
"810800505694c42011e8ebbe325b2c34","2019-09-20","627881.00","84619.00","1965346.000","1337465.000"
"810800505694c42011e8ebbe325b2c34","2019-10-21","654915.00","57585.00","1337465.000","682550.000"
"810800505694c42011e8ebbe325b2c34","2019-11-20","682550.00","28440.00","682550.000","0.000"
"810800505694c42011e8ee05a34b7be4","2018-11-26","0.00","0.00","0.000","0.000"
"810800505694c42011e8ee05a34b7be4","2018-12-26","0.00","625000.00","15000000.000","15000000.000"
"810800505694c42011e8ee05a34b7be4","2019-01-28","0.00","687500.00","15000000.000","15000000.000"
"810800505694c42011e8ee05a34b7be4","2019-02-26","0.00","604167.00","15000000.000","15000000.000"
"810800505694c42011e8ee05a34b7be4","2019-03-26","0.00","583333.00","15000000.000","15000000.000"
"810800505694c42011e8ee05a34b7be4","2019-04-26","0.00","645833.00","15000000.000","15000000.000"
"810800505694c42011e8ee05a34b7be4","2019-05-27","0.00","645833.00","15000000.000","15000000.000"
"810800505694c42011e8ee05a34b7be4","2019-06-26","2265000.00","625000.00","15000000.000","12735000.000"
"810800505694c42011e8ee05a34b7be4","2019-07-26","2359375.00","530625.00","12735000.000","10375625.000"
"810800505694c42011e8ee05a34b7be4","2019-08-26","2443272.00","446728.00","10375625.000","7932353.000"
"810800505694c42011e8ee05a34b7be4","2019-09-26","2548468.00","341532.00","7932353.000","5383885.000"
"810800505694c42011e8ee05a34b7be4","2019-10-28","2650716.00","239284.00","5383885.000","2733169.000"
"810800505694c42011e8ee05a34b7be4","2019-11-26","2733169.00","110086.00","2733169.000","0.000"
"822a2c4d54674cb511e7ba0f12c312d5","2017-10-23","0.00","0.00","0.000","0.000"
"822a2c4d54674cb511e7ba0f12c312d5","2017-11-23","0.00","161200.00","3900000.000","3900000.000"
"822a2c4d54674cb511e7ba0f12c312d5","2017-12-25","0.00","166400.00","3900000.000","3900000.000"
"822a2c4d54674cb511e7ba0f12c312d5","2018-01-23","0.00","150800.00","3900000.000","3900000.000"
"822a2c4d54674cb511e7ba0f12c312d5","2018-02-23","0.00","161200.00","3900000.000","3900000.000"
"822a2c4d54674cb511e7ba0f12c312d5","2018-03-26","0.00","161200.00","3900000.000","3900000.000"
"822a2c4d54674cb511e7ba0f12c312d5","2018-04-23","0.00","145600.00","3900000.000","3900000.000"
"822a2c4d54674cb511e7ba0f12c312d5","2018-05-23","108320.00","156000.00","3900000.000","3791680.000"
"822a2c4d54674cb511e7ba0f12c312d5","2018-06-25","97486.00","166834.00","3791680.000","3694194.000"
"822a2c4d54674cb511e7ba0f12c312d5","2018-07-23","126403.00","137917.00","3694194.000","3567791.000"
"822a2c4d54674cb511e7ba0f12c312d5","2018-08-23","116851.00","147469.00","3567791.000","3450940.000"
"822a2c4d54674cb511e7ba0f12c312d5","2018-09-24","117080.00","147240.00","3450940.000","3333860.000"
"822a2c4d54674cb511e7ba0f12c312d5","2018-10-23","135411.00","128909.00","3333860.000","3198449.000"
"822a2c4d54674cb511e7ba0f12c312d5","2018-11-23","132117.00","132203.00","3198449.000","3066332.000"
"822a2c4d54674cb511e7ba0f12c312d5","2018-12-24","137578.00","126742.00","3066332.000","2928754.000"
"822a2c4d54674cb511e7ba0f12c312d5","2019-01-23","147170.00","117150.00","2928754.000","2781584.000"
"822a2c4d54674cb511e7ba0f12c312d5","2019-02-25","141930.00","122390.00","2781584.000","2639654.000"
"822a2c4d54674cb511e7ba0f12c312d5","2019-03-26","162253.00","102067.00","2639654.000","2477401.000"
"822a2c4d54674cb511e7ba0f12c312d5","2019-04-23","171830.00","92490.00","2477401.000","2305571.000"
"822a2c4d54674cb511e7ba0f12c312d5","2019-05-23","172097.00","92223.00","2305571.000","2133474.000"
"822a2c4d54674cb511e7ba0f12c312d5","2019-06-24","173292.00","91028.00","2133474.000","1960182.000"
"822a2c4d54674cb511e7ba0f12c312d5","2019-07-23","188526.00","75794.00","1960182.000","1771656.000"
"822a2c4d54674cb511e7ba0f12c312d5","2019-08-23","191092.00","73228.00","1771656.000","1580564.000"
"822a2c4d54674cb511e7ba0f12c312d5","2019-09-23","198990.00","65330.00","1580564.000","1381574.000"
"822a2c4d54674cb511e7ba0f12c312d5","2019-10-23","209057.00","55263.00","1381574.000","1172517.000"
"822a2c4d54674cb511e7ba0f12c312d5","2019-11-25","212729.00","51591.00","1172517.000","959788.000"
"822a2c4d54674cb511e7ba0f12c312d5","2019-12-23","228488.00","35832.00","959788.000","731300.000"
"822a2c4d54674cb511e7ba0f12c312d5","2020-01-23","234093.00","30227.00","731300.000","497207.000"
"822a2c4d54674cb511e7ba0f12c312d5","2020-02-24","243106.00","21214.00","497207.000","254101.000"
"822a2c4d54674cb511e7ba0f12c312d5","2020-03-26","254101.00","10503.00","254101.000","0.000"
"829e2c4d54674cb511e7e15197ca872c","2017-12-05","0.00","0.00","0.000","0.000"
"829e2c4d54674cb511e7e15197ca872c","2018-01-05","0.00","193750.00","4500000.000","4500000.000"
"829e2c4d54674cb511e7e15197ca872c","2018-02-05","0.00","193750.00","4500000.000","4500000.000"
"829e2c4d54674cb511e7e15197ca872c","2018-03-05","0.00","175000.00","4500000.000","4500000.000"
"829e2c4d54674cb511e7e15197ca872c","2018-04-05","0.00","193750.00","4500000.000","4500000.000"
"829e2c4d54674cb511e7e15197ca872c","2018-05-08","0.00","206250.00","4500000.000","4500000.000"
"829e2c4d54674cb511e7e15197ca872c","2018-06-05","0.00","175000.00","4500000.000","4500000.000"
"829e2c4d54674cb511e7e15197ca872c","2018-07-05","675592.00","187500.00","4500000.000","3824408.000"
"829e2c4d54674cb511e7e15197ca872c","2018-08-06","693118.00","169974.00","3824408.000","3131290.000"
"829e2c4d54674cb511e7e15197ca872c","2018-09-05","732622.00","130470.00","3131290.000","2398668.000"
"829e2c4d54674cb511e7e15197ca872c","2018-10-05","763148.00","99944.00","2398668.000","1635520.000"
"829e2c4d54674cb511e7e15197ca872c","2018-11-05","792674.00","70418.00","1635520.000","842846.000"
"829e2c4d54674cb511e7e15197ca872c","2018-12-05","842846.00","35119.00","842846.000","0.000"
"829e2c4d54674cb511e7e1670843bce6","2017-12-05","0.00","0.00","0.000","0.000"
"829e2c4d54674cb511e7e1670843bce6","2018-01-05","0.00","322917.00","7500000.000","7500000.000"
"829e2c4d54674cb511e7e1670843bce6","2018-02-05","0.00","322917.00","7500000.000","7500000.000"
"829e2c4d54674cb511e7e1670843bce6","2018-03-05","0.00","291667.00","7500000.000","7500000.000"
"829e2c4d54674cb511e7e1670843bce6","2018-04-05","0.00","322917.00","7500000.000","7500000.000"
"829e2c4d54674cb511e7e1670843bce6","2018-05-08","0.00","343750.00","7500000.000","7500000.000"
"829e2c4d54674cb511e7e1670843bce6","2018-06-05","0.00","291667.00","7500000.000","7500000.000"
"829e2c4d54674cb511e7e1670843bce6","2018-07-05","1128500.00","312500.00","7500000.000","6371500.000"
"829e2c4d54674cb511e7e1670843bce6","2018-08-06","1157822.00","283178.00","6371500.000","5213678.000"
"829e2c4d54674cb511e7e1670843bce6","2018-09-05","1223763.00","217237.00","5213678.000","3989915.000"
"829e2c4d54674cb511e7e1670843bce6","2018-10-05","1274754.00","166246.00","3989915.000","2715161.000"
"829e2c4d54674cb511e7e1670843bce6","2018-11-05","1324097.00","116903.00","2715161.000","1391064.000"
"829e2c4d54674cb511e7e1670843bce6","2018-12-05","1391064.00","57961.00","1391064.000","0.000"
"829e2c4d54674cb511e7e1670843bcf0","2017-12-13","0.00","0.00","0.000","0.000"
"829e2c4d54674cb511e7e1670843bcf0","2018-01-15","0.00","167292.00","3650000.000","3650000.000"
"829e2c4d54674cb511e7e1670843bcf0","2018-02-13","0.00","147014.00","3650000.000","3650000.000"
"829e2c4d54674cb511e7e1670843bcf0","2018-03-13","0.00","141944.00","3650000.000","3650000.000"
"829e2c4d54674cb511e7e1670843bcf0","2018-04-13","0.00","157153.00","3650000.000","3650000.000"
"829e2c4d54674cb511e7e1670843bcf0","2018-05-14","0.00","157153.00","3650000.000","3650000.000"
"829e2c4d54674cb511e7e1670843bcf0","2018-06-13","0.00","152083.00","3650000.000","3650000.000"
"829e2c4d54674cb511e7e1670843bcf0","2018-07-13","549917.00","152083.00","3650000.000","3100083.000"
"829e2c4d54674cb511e7e1670843bcf0","2018-08-13","568524.00","133476.00","3100083.000","2531559.000"
"829e2c4d54674cb511e7e1670843bcf0","2018-09-13","593002.00","108998.00","2531559.000","1938557.000"
"829e2c4d54674cb511e7e1670843bcf0","2018-10-15","615842.00","86158.00","1938557.000","1322715.000"
"829e2c4d54674cb511e7e1670843bcf0","2018-11-13","648724.00","53276.00","1322715.000","673991.000"
"829e2c4d54674cb511e7e1670843bcf0","2018-12-13","673991.00","28083.00","673991.000","0.000"
"843b2c4d54674cb511e85fd25337d58f","2018-05-24","0.00","0.00","0.000","0.000"
"843b2c4d54674cb511e85fd25337d58f","2018-06-25","0.00","369778.00","8000000.000","8000000.000"
"843b2c4d54674cb511e85fd25337d58f","2018-07-24","0.00","335111.00","8000000.000","8000000.000"
"843b2c4d54674cb511e85fd25337d58f","2018-08-24","0.00","358222.00","8000000.000","8000000.000"
"843b2c4d54674cb511e85fd25337d58f","2018-09-24","0.00","358222.00","8000000.000","8000000.000"
"843b2c4d54674cb511e85fd25337d58f","2018-10-24","0.00","346667.00","8000000.000","8000000.000"
"843b2c4d54674cb511e85fd25337d58f","2018-11-26","0.00","381333.00","8000000.000","8000000.000"
"843b2c4d54674cb511e85fd25337d58f","2018-12-24","545944.00","323556.00","8000000.000","7454056.000"
"843b2c4d54674cb511e85fd25337d58f","2019-01-24","535724.00","333776.00","7454056.000","6918332.000"
"843b2c4d54674cb511e85fd25337d58f","2019-02-25","549719.00","319781.00","6918332.000","6368613.000"
"843b2c4d54674cb511e85fd25337d58f","2019-03-26","602726.00","266774.00","6368613.000","5765887.000"
"843b2c4d54674cb511e85fd25337d58f","2019-04-24","627973.00","241527.00","5765887.000","5137914.000"
"843b2c4d54674cb511e85fd25337d58f","2019-05-24","646857.00","222643.00","5137914.000","4491057.000"
"843b2c4d54674cb511e85fd25337d58f","2019-06-24","668400.00","201100.00","4491057.000","3822657.000"
"843b2c4d54674cb511e85fd25337d58f","2019-07-24","703852.00","165648.00","3822657.000","3118805.000"
"843b2c4d54674cb511e85fd25337d58f","2019-08-26","720837.00","148663.00","3118805.000","2397968.000"
"843b2c4d54674cb511e85fd25337d58f","2019-09-24","769052.00","100448.00","2397968.000","1628916.000"
"843b2c4d54674cb511e85fd25337d58f","2019-10-24","798914.00","70586.00","1628916.000","830002.000"
"843b2c4d54674cb511e85fd25337d58f","2019-11-25","830002.00","38365.00","830002.000","0.000"
"843b2c4d54674cb511e85fd25337d595","2018-05-25","0.00","0.00","0.000","0.000"
"843b2c4d54674cb511e85fd25337d595","2018-06-25","0.00","194267.00","4700000.000","4700000.000"
"843b2c4d54674cb511e85fd25337d595","2018-07-25","0.00","188000.00","4700000.000","4700000.000"
"843b2c4d54674cb511e85fd25337d595","2018-08-25","0.00","194267.00","4700000.000","4700000.000"
"843b2c4d54674cb511e85fd25337d595","2018-09-25","0.00","194267.00","4700000.000","4700000.000"
"843b2c4d54674cb511e85fd25337d595","2018-10-25","0.00","188000.00","4700000.000","4700000.000"
"843b2c4d54674cb511e85fd25337d595","2018-11-26","0.00","200533.00","4700000.000","4700000.000"
"843b2c4d54674cb511e85fd25337d595","2018-12-25","222767.00","181733.00","4700000.000","4477233.000"
"843b2c4d54674cb511e85fd25337d595","2019-01-25","219441.00","185059.00","4477233.000","4257792.000"
"843b2c4d54674cb511e85fd25337d595","2019-02-25","228511.00","175989.00","4257792.000","4029281.000"
"843b2c4d54674cb511e85fd25337d595","2019-03-26","248701.00","155799.00","4029281.000","3780580.000"
"843b2c4d54674cb511e85fd25337d595","2019-04-25","253277.00","151223.00","3780580.000","3527303.000"
"843b2c4d54674cb511e85fd25337d595","2019-05-27","254002.00","150498.00","3527303.000","3273301.000"
"843b2c4d54674cb511e85fd25337d595","2019-06-25","277932.00","126568.00","3273301.000","2995369.000"
"843b2c4d54674cb511e85fd25337d595","2019-07-25","284685.00","119815.00","2995369.000","2710684.000"
"843b2c4d54674cb511e85fd25337d595","2019-08-26","288844.00","115656.00","2710684.000","2421840.000"
"843b2c4d54674cb511e85fd25337d595","2019-09-25","307626.00","96874.00","2421840.000","2114214.000"
"843b2c4d54674cb511e85fd25337d595","2019-10-25","319931.00","84569.00","2114214.000","1794283.000"
"843b2c4d54674cb511e85fd25337d595","2019-11-25","330336.00","74164.00","1794283.000","1463947.000"
"843b2c4d54674cb511e85fd25337d595","2019-12-25","345942.00","58558.00","1463947.000","1118005.000"
"843b2c4d54674cb511e85fd25337d595","2020-01-27","355308.00","49192.00","1118005.000","762697.000"
"843b2c4d54674cb511e85fd25337d595","2020-02-25","375009.00","29491.00","762697.000","387688.000"
"843b2c4d54674cb511e85fd25337d595","2020-03-26","387688.00","15508.00","387688.000","0.000"
"851590fba666762811e70aedef5ecc77","2017-03-10","132978.00","485333.00","13000000.000","12867022.000"
"851590fba666762811e70aedef5ecc77","2017-04-10","86474.00","531837.00","12867022.000","12780548.000"
"851590fba666762811e70aedef5ecc77","2017-05-10","107089.00","511222.00","12780548.000","12673459.000"
"851590fba666762811e70aedef5ecc77","2017-06-12","60679.00","557632.00","12673459.000","12612780.000"
"851590fba666762811e70aedef5ecc77","2017-07-10","147434.00","470877.00","12612780.000","12465346.000"
"851590fba666762811e70aedef5ecc77","2017-08-10","103077.00","515234.00","12465346.000","12362269.000"
"851590fba666762811e70aedef5ecc77","2017-09-11","90854.00","527457.00","12362269.000","12271415.000"
"851590fba666762811e70aedef5ecc77","2017-10-10","143816.00","474495.00","12271415.000","12127599.000"
"851590fba666762811e70aedef5ecc77","2017-11-10","117037.00","501274.00","12127599.000","12010562.000"
"851590fba666762811e70aedef5ecc77","2017-12-11","121874.00","496437.00","12010562.000","11888688.000"
"851590fba666762811e70aedef5ecc77","2018-01-10","142763.00","475548.00","11888688.000","11745925.000"
"851590fba666762811e70aedef5ecc77","2018-02-12","101490.00","516821.00","11745925.000","11644435.000"
"851590fba666762811e70aedef5ecc77","2018-03-12","183585.00","434726.00","11644435.000","11460850.000"
"851590fba666762811e70aedef5ecc77","2018-04-10","175158.00","443153.00","11460850.000","11285692.000"
"851590fba666762811e70aedef5ecc77","2018-05-10","166883.00","451428.00","11285692.000","11118809.000"
"851590fba666762811e70aedef5ecc77","2018-06-11","143908.00","474403.00","11118809.000","10974901.000"
"851590fba666762811e70aedef5ecc77","2018-07-10","193948.00","424363.00","10974901.000","10780953.000"
"851590fba666762811e70aedef5ecc77","2018-08-10","172698.00","445613.00","10780953.000","10608255.000"
"851590fba666762811e70aedef5ecc77","2018-09-10","179836.00","438475.00","10608255.000","10428419.000"
"851590fba666762811e70aedef5ecc77","2018-10-10","201174.00","417137.00","10428419.000","10227245.000"
"851590fba666762811e70aedef5ecc77","2018-11-12","168312.00","449999.00","10227245.000","10058933.000"
"851590fba666762811e70aedef5ecc77","2018-12-10","242778.00","375533.00","10058933.000","9816155.000"
"851590fba666762811e70aedef5ecc77","2019-01-10","212577.00","405734.00","9816155.000","9603578.000"
"851590fba666762811e70aedef5ecc77","2019-02-11","208558.00","409753.00","9603578.000","9395020.000"
"851590fba666762811e70aedef5ecc77","2019-03-11","267564.00","350747.00","9395020.000","9127456.000"
"851590fba666762811e70aedef5ecc77","2019-04-10","253213.00","365098.00","9127456.000","8874243.000"
"851590fba666762811e70aedef5ecc77","2019-05-10","263341.00","354970.00","8874243.000","8610902.000"
"851590fba666762811e70aedef5ecc77","2019-06-10","262394.00","355917.00","8610902.000","8348508.000"
"851590fba666762811e70aedef5ecc77","2019-07-10","284371.00","333940.00","8348508.000","8064137.000"
"851590fba666762811e70aedef5ecc77","2019-08-12","263489.00","354822.00","8064137.000","7800648.000"
"851590fba666762811e70aedef5ecc77","2019-09-10","316686.00","301625.00","7800648.000","7483962.000"
"851590fba666762811e70aedef5ecc77","2019-10-10","318953.00","299358.00","7483962.000","7165009.000"
"851590fba666762811e70aedef5ecc77","2019-11-11","312604.00","305707.00","7165009.000","6852405.000"
"851590fba666762811e70aedef5ecc77","2019-12-10","353351.00","264960.00","6852405.000","6499054.000"
"851590fba666762811e70aedef5ecc77","2020-01-10","349683.00","268628.00","6499054.000","6149371.000"
"851590fba666762811e70aedef5ecc77","2020-02-10","364137.00","254174.00","6149371.000","5785234.000"
"851590fba666762811e70aedef5ecc77","2020-03-10","394615.00","223696.00","5785234.000","5390619.000"
"851590fba666762811e70aedef5ecc77","2020-04-10","395499.00","222812.00","5390619.000","4995120.000"
"851590fba666762811e70aedef5ecc77","2020-05-11","411846.00","206465.00","4995120.000","4583274.000"
"851590fba666762811e70aedef5ecc77","2020-06-10","434980.00","183331.00","4583274.000","4148294.000"
"851590fba666762811e70aedef5ecc77","2020-07-10","452379.00","165932.00","4148294.000","3695915.000"
"851590fba666762811e70aedef5ecc77","2020-08-10","465547.00","152764.00","3695915.000","3230368.000"
"851590fba666762811e70aedef5ecc77","2020-09-10","484789.00","133522.00","3230368.000","2745579.000"
"851590fba666762811e70aedef5ecc77","2020-10-12","501166.00","117145.00","2745579.000","2244413.000"
"851590fba666762811e70aedef5ecc77","2020-11-10","531527.00","86784.00","2244413.000","1712886.000"
"851590fba666762811e70aedef5ecc77","2020-12-10","549796.00","68515.00","1712886.000","1163090.000"
"851590fba666762811e70aedef5ecc77","2021-01-11","568686.00","49625.00","1163090.000","594404.000"
"851590fba666762811e70aedef5ecc77","2021-02-08","594404.00","22191.00","594404.000","0.000"
"86cf2c4d54674cb511e7c60e345f922b","2017-11-03","0.00","0.00","0.000","0.000"
"86cf2c4d54674cb511e7c60e345f922b","2017-12-04","0.00","103333.00","2500000.000","2500000.000"
"86cf2c4d54674cb511e7c60e345f922b","2018-01-03","0.00","100000.00","2500000.000","2500000.000"
"86cf2c4d54674cb511e7c60e345f922b","2018-02-05","0.00","110000.00","2500000.000","2500000.000"
"86cf2c4d54674cb511e7c60e345f922b","2018-03-05","0.00","93333.00","2500000.000","2500000.000"
"86cf2c4d54674cb511e7c60e345f922b","2018-04-03","0.00","96667.00","2500000.000","2500000.000"
"86cf2c4d54674cb511e7c60e345f922b","2018-05-03","0.00","100000.00","2500000.000","2500000.000"
"86cf2c4d54674cb511e7c60e345f922b","2018-06-04","67533.00","106667.00","2500000.000","2432467.000"
"86cf2c4d54674cb511e7c60e345f922b","2018-07-03","80145.00","94055.00","2432467.000","2352322.000"
"86cf2c4d54674cb511e7c60e345f922b","2018-08-03","76971.00","97229.00","2352322.000","2275351.000"
"86cf2c4d54674cb511e7c60e345f922b","2018-09-03","80152.00","94048.00","2275351.000","2195199.000"
"86cf2c4d54674cb511e7c60e345f922b","2018-10-03","86392.00","87808.00","2195199.000","2108807.000"
"86cf2c4d54674cb511e7c60e345f922b","2018-11-05","81412.00","92788.00","2108807.000","2027395.000"
"86cf2c4d54674cb511e7c60e345f922b","2018-12-03","98511.00","75689.00","2027395.000","1928884.000"
"86cf2c4d54674cb511e7c60e345f922b","2019-01-03","94473.00","79727.00","1928884.000","1834411.000"
"86cf2c4d54674cb511e7c60e345f922b","2019-02-04","95932.00","78268.00","1834411.000","1738479.000"
"86cf2c4d54674cb511e7c60e345f922b","2019-03-04","109297.00","64903.00","1738479.000","1629182.000"
"86cf2c4d54674cb511e7c60e345f922b","2019-04-03","109033.00","65167.00","1629182.000","1520149.000"
"86cf2c4d54674cb511e7c60e345f922b","2019-05-03","113394.00","60806.00","1520149.000","1406755.000"
"86cf2c4d54674cb511e7c60e345f922b","2019-06-03","116054.00","58146.00","1406755.000","1290701.000"
"86cf2c4d54674cb511e7c60e345f922b","2019-07-03","122572.00","51628.00","1290701.000","1168129.000"
"86cf2c4d54674cb511e7c60e345f922b","2019-08-05","122802.00","51398.00","1168129.000","1045327.000"
"86cf2c4d54674cb511e7c60e345f922b","2019-09-03","133781.00","40419.00","1045327.000","911546.000"
"86cf2c4d54674cb511e7c60e345f922b","2019-10-03","137738.00","36462.00","911546.000","773808.000"
"86cf2c4d54674cb511e7c60e345f922b","2019-11-04","141184.00","33016.00","773808.000","632624.000"
