"_loan_id","_pdate","_od","_pr","_ost_pre","_ost_aft"
"892590fba666762811e74aa24833ec00","2020-04-02","228814.00","56408.00","3853274.000","3624460.000"
"892590fba666762811e74aa24833ec00","2020-05-04","230452.00","54770.00","3624460.000","3394008.000"
"892590fba666762811e74aa24833ec00","2020-06-02","238743.00","46479.00","3394008.000","3155265.000"
"892590fba666762811e74aa24833ec00","2020-07-02","240522.00","44700.00","3155265.000","2914743.000"
"892590fba666762811e74aa24833ec00","2020-08-03","241177.00","44045.00","2914743.000","2673566.000"
"892590fba666762811e74aa24833ec00","2020-09-02","247346.00","37876.00","2673566.000","2426220.000"
"892590fba666762811e74aa24833ec00","2020-10-02","250851.00","34371.00","2426220.000","2175369.000"
"892590fba666762811e74aa24833ec00","2020-11-02","253377.00","31845.00","2175369.000","1921992.000"
"892590fba666762811e74aa24833ec00","2020-12-02","257994.00","27228.00","1921992.000","1663998.000"
"892590fba666762811e74aa24833ec00","2021-01-05","258506.00","26716.00","1663998.000","1405492.000"
"892590fba666762811e74aa24833ec00","2021-02-02","266638.00","18584.00","1405492.000","1138854.000"
"892590fba666762811e74aa24833ec00","2021-03-02","270164.00","15058.00","1138854.000","868690.000"
"892590fba666762811e74aa24833ec00","2021-04-02","272505.00","12717.00","868690.000","596185.000"
"892590fba666762811e74aa24833ec00","2021-05-04","276213.00","9009.00","596185.000","319972.000"
"892590fba666762811e74aa24833ec00","2021-06-02","319972.00","4382.00","319972.000","0.000"
"8aa62c4d54674cb511e8002997bd3c2f","2018-01-22","0.00","0.00","0.000","0.000"
"8aa62c4d54674cb511e8002997bd3c2f","2018-02-22","17150.00","111950.00","2708460.000","2691310.000"
"8aa62c4d54674cb511e8002997bd3c2f","2018-03-26","14271.00","114829.00","2691310.000","2677039.000"
"8aa62c4d54674cb511e8002997bd3c2f","2018-04-23","29157.00","99943.00","2677039.000","2647882.000"
"8aa62c4d54674cb511e8002997bd3c2f","2018-05-22","26715.00","102385.00","2647882.000","2621167.000"
"8aa62c4d54674cb511e8002997bd3c2f","2018-06-22","20758.00","108342.00","2621167.000","2600409.000"
"8aa62c4d54674cb511e8002997bd3c2f","2018-07-23","21616.00","107484.00","2600409.000","2578793.000"
"8aa62c4d54674cb511e8002997bd3c2f","2018-08-22","25948.00","103152.00","2578793.000","2552845.000"
"8aa62c4d54674cb511e8002997bd3c2f","2018-09-24","16775.00","112325.00","2552845.000","2536070.000"
"8aa62c4d54674cb511e8002997bd3c2f","2018-10-22","34420.00","94680.00","2536070.000","2501650.000"
"8aa62c4d54674cb511e8002997bd3c2f","2018-11-22","25698.00","103402.00","2501650.000","2475952.000"
"8aa62c4d54674cb511e8002997bd3c2f","2018-12-24","23459.00","105641.00","2475952.000","2452493.000"
"8aa62c4d54674cb511e8002997bd3c2f","2019-01-22","34270.00","94830.00","2452493.000","2418223.000"
"8aa62c4d54674cb511e8002997bd3c2f","2019-02-22","29147.00","99953.00","2418223.000","2389076.000"
"8aa62c4d54674cb511e8002997bd3c2f","2019-03-26","27166.00","101934.00","2389076.000","2361910.000"
"8aa62c4d54674cb511e8002997bd3c2f","2019-04-22","44071.00","85029.00","2361910.000","2317839.000"
"8aa62c4d54674cb511e8002997bd3c2f","2019-05-22","36386.00","92714.00","2317839.000","2281453.000"
"8aa62c4d54674cb511e8002997bd3c2f","2019-06-24","28716.00","100384.00","2281453.000","2252737.000"
"8aa62c4d54674cb511e8002997bd3c2f","2019-07-22","44998.00","84102.00","2252737.000","2207739.000"
"8aa62c4d54674cb511e8002997bd3c2f","2019-08-22","37847.00","91253.00","2207739.000","2169892.000"
"8aa62c4d54674cb511e8002997bd3c2f","2019-09-23","36518.00","92582.00","2169892.000","2133374.000"
"8aa62c4d54674cb511e8002997bd3c2f","2019-10-22","46610.00","82490.00","2133374.000","2086764.000"
"8aa62c4d54674cb511e8002997bd3c2f","2019-11-22","42847.00","86253.00","2086764.000","2043917.000"
"8aa62c4d54674cb511e8002997bd3c2f","2019-12-23","44618.00","84482.00","2043917.000","1999299.000"
"8aa62c4d54674cb511e8002997bd3c2f","2020-01-22","49128.00","79972.00","1999299.000","1950171.000"
"8aa62c4d54674cb511e8002997bd3c2f","2020-02-24","43292.00","85808.00","1950171.000","1906879.000"
"8aa62c4d54674cb511e8002997bd3c2f","2020-03-26","50282.00","78818.00","1906879.000","1856597.000"
"8aa62c4d54674cb511e8002997bd3c2f","2020-04-22","62263.00","66837.00","1856597.000","1794334.000"
"8aa62c4d54674cb511e8002997bd3c2f","2020-05-22","57327.00","71773.00","1794334.000","1737007.000"
"8aa62c4d54674cb511e8002997bd3c2f","2020-06-22","57304.00","71796.00","1737007.000","1679703.000"
"8aa62c4d54674cb511e8002997bd3c2f","2020-07-22","61912.00","67188.00","1679703.000","1617791.000"
"8aa62c4d54674cb511e8002997bd3c2f","2020-08-24","57917.00","71183.00","1617791.000","1559874.000"
"8aa62c4d54674cb511e8002997bd3c2f","2020-09-22","68785.00","60315.00","1559874.000","1491089.000"
"8aa62c4d54674cb511e8002997bd3c2f","2020-10-22","69456.00","59644.00","1491089.000","1421633.000"
"8aa62c4d54674cb511e8002997bd3c2f","2020-11-23","68444.00","60656.00","1421633.000","1353189.000"
"8aa62c4d54674cb511e8002997bd3c2f","2020-12-22","76777.00","52323.00","1353189.000","1276412.000"
"8aa62c4d54674cb511e8002997bd3c2f","2021-01-22","76342.00","52758.00","1276412.000","1200070.000"
"8aa62c4d54674cb511e8002997bd3c2f","2021-02-22","79497.00","49603.00","1200070.000","1120573.000"
"8aa62c4d54674cb511e8002997bd3c2f","2021-03-25","82783.00","46317.00","1120573.000","1037790.000"
"8aa62c4d54674cb511e8002997bd3c2f","2021-04-22","90356.00","38744.00","1037790.000","947434.000"
"8aa62c4d54674cb511e8002997bd3c2f","2021-05-24","88676.00","40424.00","947434.000","858758.000"
"8aa62c4d54674cb511e8002997bd3c2f","2021-06-22","95895.00","33205.00","858758.000","762863.000"
"8aa62c4d54674cb511e8002997bd3c2f","2021-07-22","98585.00","30515.00","762863.000","664278.000"
"8aa62c4d54674cb511e8002997bd3c2f","2021-08-23","100757.00","28343.00","664278.000","563521.000"
"8aa62c4d54674cb511e8002997bd3c2f","2021-09-22","106559.00","22541.00","563521.000","456962.000"
"8aa62c4d54674cb511e8002997bd3c2f","2021-10-22","110822.00","18278.00","456962.000","346140.000"
"8aa62c4d54674cb511e8002997bd3c2f","2021-11-22","114793.00","14307.00","346140.000","231347.000"
"8aa62c4d54674cb511e8002997bd3c2f","2021-12-22","119846.00","9254.00","231347.000","111501.000"
"8aa62c4d54674cb511e8002997bd3c2f","2022-01-24","111501.00","4906.00","111501.000","0.000"
"8c162c4d54674cb511e7914b8a31a602","2017-08-31","0.00","0.00","0.000","0.000"
"8c162c4d54674cb511e7914b8a31a602","2017-10-02","0.00","106667.00","2500000.000","2500000.000"
"8c162c4d54674cb511e7914b8a31a602","2017-10-31","0.00","96667.00","2500000.000","2500000.000"
"8c162c4d54674cb511e7914b8a31a602","2017-11-30","0.00","100000.00","2500000.000","2500000.000"
"8c162c4d54674cb511e7914b8a31a602","2018-01-03","0.00","113333.00","2500000.000","2500000.000"
"8c162c4d54674cb511e7914b8a31a602","2018-01-31","0.00","93333.00","2500000.000","2500000.000"
"8c162c4d54674cb511e7914b8a31a602","2018-02-28","0.00","93333.00","2500000.000","2500000.000"
"8c162c4d54674cb511e7914b8a31a602","2018-04-02","368791.00","110000.00","2500000.000","2131209.000"
"8c162c4d54674cb511e7914b8a31a602","2018-04-30","399226.00","79565.00","2131209.000","1731983.000"
"8c162c4d54674cb511e7914b8a31a602","2018-05-31","407202.00","71589.00","1731983.000","1324781.000"
"8c162c4d54674cb511e7914b8a31a602","2018-07-02","422267.00","56524.00","1324781.000","902514.000"
"8c162c4d54674cb511e7914b8a31a602","2018-07-31","443894.00","34897.00","902514.000","458620.000"
"8c162c4d54674cb511e7914b8a31a602","2018-08-31","458620.00","18956.00","458620.000","0.000"
"8c8b2c4d54674cb511e80fb867968e85","2018-03-09","0.00","38889.00","1000000.000","1000000.000"
"8c8b2c4d54674cb511e80fb867968e85","2018-04-09","0.00","43056.00","1000000.000","1000000.000"
"8c8b2c4d54674cb511e80fb867968e85","2018-05-10","0.00","43056.00","1000000.000","1000000.000"
"8c8b2c4d54674cb511e80fb867968e85","2018-06-11","0.00","44444.00","1000000.000","1000000.000"
"8c8b2c4d54674cb511e80fb867968e85","2018-07-09","0.00","38889.00","1000000.000","1000000.000"
"8c8b2c4d54674cb511e80fb867968e85","2018-08-09","0.00","43056.00","1000000.000","1000000.000"
"8c8b2c4d54674cb511e80fb867968e85","2018-09-10","148556.00","44444.00","1000000.000","851444.000"
"8c8b2c4d54674cb511e80fb867968e85","2018-10-09","158706.00","34294.00","851444.000","692738.000"
"8c8b2c4d54674cb511e80fb867968e85","2018-11-09","163174.00","29826.00","692738.000","529564.000"
"8c8b2c4d54674cb511e80fb867968e85","2018-12-10","170199.00","22801.00","529564.000","359365.000"
"8c8b2c4d54674cb511e80fb867968e85","2019-01-09","178026.00","14974.00","359365.000","181339.000"
"8c8b2c4d54674cb511e80fb867968e85","2019-02-11","181339.00","8311.00","181339.000","0.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2018-02-13","0.00","0.00","0.000","0.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2018-03-13","150467.00","583333.00","15000000.000","14849533.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2018-04-13","94445.00","639355.00","14849533.000","14755088.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2018-05-14","98511.00","635289.00","14755088.000","14656577.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2018-06-13","123109.00","610691.00","14656577.000","14533468.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2018-07-13","128239.00","605561.00","14533468.000","14405229.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2018-08-13","113575.00","620225.00","14405229.000","14291654.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2018-09-13","118465.00","615335.00","14291654.000","14173189.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2018-10-15","103880.00","629920.00","14173189.000","14069309.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2018-11-13","167120.00","566680.00","14069309.000","13902189.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2018-12-13","154542.00","579258.00","13902189.000","13747647.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2019-01-14","122793.00","611007.00","13747647.000","13624854.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2019-02-13","166098.00","567702.00","13624854.000","13458756.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2019-03-13","210404.00","523396.00","13458756.000","13248352.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2019-04-15","126584.00","607216.00","13248352.000","13121768.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2019-05-13","223509.00","510291.00","13121768.000","12898259.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2019-06-13","178458.00","555342.00","12898259.000","12719801.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2019-07-15","168476.00","565324.00","12719801.000","12551325.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2019-08-13","228261.00","505539.00","12551325.000","12323064.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2019-09-13","203224.00","530576.00","12323064.000","12119840.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2019-10-14","211974.00","521826.00","12119840.000","11907866.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2019-11-13","237639.00","496161.00","11907866.000","11670227.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2019-12-13","247541.00","486259.00","11670227.000","11422686.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2020-01-13","241990.00","491810.00","11422686.000","11180696.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2020-02-13","252409.00","481391.00","11180696.000","10928287.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2020-03-13","293633.00","440167.00","10928287.000","10634654.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2020-04-13","275919.00","457881.00","10634654.000","10358735.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2020-05-13","302186.00","431614.00","10358735.000","10056549.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2020-06-15","272875.00","460925.00","10056549.000","9783674.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2020-07-13","353324.00","380476.00","9783674.000","9430350.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2020-08-13","327771.00","406029.00","9430350.000","9102579.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2020-09-14","329241.00","404559.00","9102579.000","8773338.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2020-10-13","380429.00","353371.00","8773338.000","8392909.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2020-11-13","372439.00","361361.00","8392909.000","8020470.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2020-12-14","388474.00","345326.00","8020470.000","7631996.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2021-01-13","415800.00","318000.00","7631996.000","7216196.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2021-02-15","403058.00","330742.00","7216196.000","6813138.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2021-03-15","468845.00","264955.00","6813138.000","6344293.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2021-04-13","478266.00","255534.00","6344293.000","5866027.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2021-05-13","489382.00","244418.00","5866027.000","5376645.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2021-06-14","494838.00","238962.00","5376645.000","4881807.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2021-07-13","537172.00","196628.00","4881807.000","4344635.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2021-08-13","546739.00","187061.00","4344635.000","3797896.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2021-09-13","570279.00","163521.00","3797896.000","3227617.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2021-10-13","599316.00","134484.00","3227617.000","2628301.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2021-11-15","613336.00","120464.00","2628301.000","2014965.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2021-12-13","655440.00","78360.00","2014965.000","1359525.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2022-01-13","675265.00","58535.00","1359525.000","684260.000"
"8c8b2c4d54674cb511e810a1f68a6ff3","2022-02-14","684260.00","30412.00","684260.000","0.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2018-01-30","0.00","0.00","0.000","0.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2018-02-28","62560.00","270340.00","6991540.000","6928980.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2018-03-30","55741.00","277159.00","6928980.000","6873239.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2018-04-30","48806.00","284094.00","6873239.000","6824433.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2018-05-30","59923.00","272977.00","6824433.000","6764510.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2018-07-02","35262.00","297638.00","6764510.000","6729248.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2018-07-30","81675.00","251225.00","6729248.000","6647573.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2018-08-31","49270.00","283630.00","6647573.000","6598303.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2018-10-01","60170.00","272730.00","6598303.000","6538133.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2018-10-30","80092.00","252808.00","6538133.000","6458041.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2018-11-30","65968.00","266932.00","6458041.000","6392073.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2018-12-31","68694.00","264206.00","6392073.000","6323379.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2019-01-30","79965.00","252935.00","6323379.000","6243414.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2019-02-28","91488.00","241412.00","6243414.000","6151926.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2019-04-01","70418.00","262482.00","6151926.000","6081508.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2019-04-30","97748.00","235152.00","6081508.000","5983760.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2019-05-30","93550.00","239350.00","5983760.000","5890210.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2019-07-01","81584.00","251316.00","5890210.000","5808626.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2019-07-30","108300.00","224600.00","5808626.000","5700326.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2019-09-02","74485.00","258415.00","5700326.000","5625841.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2019-09-30","122869.00","210031.00","5625841.000","5502972.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2019-10-30","112781.00","220119.00","5502972.000","5390191.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2019-12-02","95732.00","237168.00","5390191.000","5294459.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2019-12-30","135240.00","197660.00","5294459.000","5159219.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2020-01-30","119652.00","213248.00","5159219.000","5039567.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2020-03-02","117878.00","215022.00","5039567.000","4921689.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2020-03-30","149157.00","183743.00","4921689.000","4772532.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2020-04-30","135635.00","197265.00","4772532.000","4636897.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2020-06-01","135059.00","197841.00","4636897.000","4501838.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2020-06-30","158829.00","174071.00","4501838.000","4343009.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2020-07-30","159180.00","173720.00","4343009.000","4183829.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2020-09-01","148812.00","184088.00","4183829.000","4035017.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2020-09-30","176879.00","156021.00","4035017.000","3858138.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2020-10-30","178574.00","154326.00","3858138.000","3679564.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2020-11-30","180811.00","152089.00","3679564.000","3498753.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2020-12-30","192950.00","139950.00","3498753.000","3305803.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2021-02-01","187445.00","145455.00","3305803.000","3118358.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2021-03-01","216481.00","116419.00","3118358.000","2901877.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2021-03-30","220694.00","112206.00","2901877.000","2681183.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2021-04-30","222078.00","110822.00","2681183.000","2459105.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2021-05-31","231257.00","101643.00","2459105.000","2227848.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2021-06-30","243786.00","89114.00","2227848.000","1984062.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2021-07-30","253538.00","79362.00","1984062.000","1730524.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2021-08-31","259064.00","73836.00","1730524.000","1471460.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2021-09-30","274042.00","58858.00","1471460.000","1197418.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2021-11-01","281810.00","51090.00","1197418.000","915608.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2021-11-30","297496.00","35404.00","915608.000","618112.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2021-12-30","308176.00","24724.00","618112.000","309936.000"
"8c8c2c4d54674cb511e805a9e5cfe526","2022-01-31","309936.00","9091.00","309936.000","0.000"
"8d472c4d54674cb511e81dddb8b139dd","2018-03-02","0.00","0.00","0.000","0.000"
"8d472c4d54674cb511e81dddb8b139dd","2018-04-02","0.00","90417.00","2100000.000","2100000.000"
"8d472c4d54674cb511e81dddb8b139dd","2018-05-02","0.00","87500.00","2100000.000","2100000.000"
"8d472c4d54674cb511e81dddb8b139dd","2018-06-04","0.00","96250.00","2100000.000","2100000.000"
"8d472c4d54674cb511e81dddb8b139dd","2018-07-02","0.00","81667.00","2100000.000","2100000.000"
"8d472c4d54674cb511e81dddb8b139dd","2018-08-02","0.00","90417.00","2100000.000","2100000.000"
"8d472c4d54674cb511e81dddb8b139dd","2018-09-03","0.00","93333.00","2100000.000","2100000.000"
"8d472c4d54674cb511e81dddb8b139dd","2018-10-02","319417.00","84583.00","2100000.000","1780583.000"
"8d472c4d54674cb511e81dddb8b139dd","2018-11-02","327336.00","76664.00","1780583.000","1453247.000"
"8d472c4d54674cb511e81dddb8b139dd","2018-12-03","341430.00","62570.00","1453247.000","1111817.000"
"8d472c4d54674cb511e81dddb8b139dd","2019-01-03","356130.00","47870.00","1111817.000","755687.000"
"8d472c4d54674cb511e81dddb8b139dd","2019-02-04","370414.00","33586.00","755687.000","385273.000"
"8d472c4d54674cb511e81dddb8b139dd","2019-03-04","385273.00","14983.00","385273.000","0.000"
"8f2f2c4d54674cb511e80648487b7e44","2018-01-29","0.00","0.00","0.000","0.000"
"8f2f2c4d54674cb511e80648487b7e44","2018-02-28","70000.00","400000.00","9600000.000","9530000.000"
"8f2f2c4d54674cb511e80648487b7e44","2018-03-29","86153.00","383847.00","9530000.000","9443847.000"
"8f2f2c4d54674cb511e80648487b7e44","2018-04-30","50273.00","419727.00","9443847.000","9393574.000"
"8f2f2c4d54674cb511e80648487b7e44","2018-05-29","91648.00","378352.00","9393574.000","9301926.000"
"8f2f2c4d54674cb511e80648487b7e44","2018-06-29","69500.00","400500.00","9301926.000","9232426.000"
"8f2f2c4d54674cb511e80648487b7e44","2018-07-30","72493.00","397507.00","9232426.000","9159933.000"
"8f2f2c4d54674cb511e80648487b7e44","2018-08-29","88336.00","381664.00","9159933.000","9071597.000"
"8f2f2c4d54674cb511e80648487b7e44","2018-10-01","54218.00","415782.00","9071597.000","9017379.000"
"8f2f2c4d54674cb511e80648487b7e44","2018-10-29","119324.00","350676.00","9017379.000","8898055.000"
"8f2f2c4d54674cb511e80648487b7e44","2018-11-29","86889.00","383111.00","8898055.000","8811166.000"
"8f2f2c4d54674cb511e80648487b7e44","2018-12-31","78393.00","391607.00","8811166.000","8732773.000"
"8f2f2c4d54674cb511e80648487b7e44","2019-01-29","118263.00","351737.00","8732773.000","8614510.000"
"8f2f2c4d54674cb511e80648487b7e44","2019-02-28","111062.00","358938.00","8614510.000","8503448.000"
"8f2f2c4d54674cb511e80648487b7e44","2019-03-29","127500.00","342500.00","8503448.000","8375948.000"
"8f2f2c4d54674cb511e80648487b7e44","2019-04-29","109369.00","360631.00","8375948.000","8266579.000"
"8f2f2c4d54674cb511e80648487b7e44","2019-05-29","125559.00","344441.00","8266579.000","8141020.000"
"8f2f2c4d54674cb511e80648487b7e44","2019-07-01","96870.00","373130.00","8141020.000","8044150.000"
"8f2f2c4d54674cb511e80648487b7e44","2019-07-29","157172.00","312828.00","8044150.000","7886978.000"
"8f2f2c4d54674cb511e80648487b7e44","2019-08-29","130422.00","339578.00","7886978.000","7756556.000"
"8f2f2c4d54674cb511e80648487b7e44","2019-09-30","125264.00","344736.00","7756556.000","7631292.000"
"8f2f2c4d54674cb511e80648487b7e44","2019-10-29","162629.00","307371.00","7631292.000","7468663.000"
"8f2f2c4d54674cb511e80648487b7e44","2019-11-29","148433.00","321567.00","7468663.000","7320230.000"
"8f2f2c4d54674cb511e80648487b7e44","2019-12-30","154823.00","315177.00","7320230.000","7165407.000"
"8f2f2c4d54674cb511e80648487b7e44","2020-01-29","171441.00","298559.00","7165407.000","6993966.000"
"8f2f2c4d54674cb511e80648487b7e44","2020-03-02","149443.00","320557.00","6993966.000","6844523.000"
"8f2f2c4d54674cb511e80648487b7e44","2020-03-30","203824.00","266176.00","6844523.000","6640699.000"
"8f2f2c4d54674cb511e80648487b7e44","2020-04-29","193304.00","276696.00","6640699.000","6447395.000"
"8f2f2c4d54674cb511e80648487b7e44","2020-05-29","201359.00","268641.00","6447395.000","6246036.000"
"8f2f2c4d54674cb511e80648487b7e44","2020-06-29","201073.00","268927.00","6246036.000","6044963.000"
"8f2f2c4d54674cb511e80648487b7e44","2020-07-29","218127.00","251873.00","6044963.000","5826836.000"
"8f2f2c4d54674cb511e80648487b7e44","2020-09-01","194844.00","275156.00","5826836.000","5631992.000"
"8f2f2c4d54674cb511e80648487b7e44","2020-09-29","250978.00","219022.00","5631992.000","5381014.000"
"8f2f2c4d54674cb511e80648487b7e44","2020-10-29","245791.00","224209.00","5381014.000","5135223.000"
"8f2f2c4d54674cb511e80648487b7e44","2020-11-30","241768.00","228232.00","5135223.000","4893455.000"
"8f2f2c4d54674cb511e80648487b7e44","2020-12-29","272903.00","197097.00","4893455.000","4620552.000"
"8f2f2c4d54674cb511e80648487b7e44","2021-01-29","271060.00","198940.00","4620552.000","4349492.000"
"8f2f2c4d54674cb511e80648487b7e44","2021-03-01","282730.00","187270.00","4349492.000","4066762.000"
"8f2f2c4d54674cb511e80648487b7e44","2021-03-29","311848.00","158152.00","4066762.000","3754914.000"
"8f2f2c4d54674cb511e80648487b7e44","2021-04-29","308330.00","161670.00","3754914.000","3446584.000"
"8f2f2c4d54674cb511e80648487b7e44","2021-05-31","316818.00","153182.00","3446584.000","3129766.000"
"8f2f2c4d54674cb511e80648487b7e44","2021-06-29","343940.00","126060.00","3129766.000","2785826.000"
"8f2f2c4d54674cb511e80648487b7e44","2021-07-29","353924.00","116076.00","2785826.000","2431902.000"
"8f2f2c4d54674cb511e80648487b7e44","2021-08-31","358538.00","111462.00","2431902.000","2073364.000"
"8f2f2c4d54674cb511e80648487b7e44","2021-09-29","386490.00","83510.00","2073364.000","1686874.000"
"8f2f2c4d54674cb511e80648487b7e44","2021-10-29","399714.00","70286.00","1686874.000","1287160.000"
"8f2f2c4d54674cb511e80648487b7e44","2021-11-29","414581.00","55419.00","1287160.000","872579.000"
"8f2f2c4d54674cb511e80648487b7e44","2021-12-29","433643.00","36357.00","872579.000","438936.000"
"8f2f2c4d54674cb511e80648487b7e44","2022-01-26","438936.00","17070.00","438936.000","0.000"
"8f2f2c4d54674cb511e80648487b7e54","2018-01-30","0.00","0.00","0.000","0.000"
"8f2f2c4d54674cb511e80648487b7e54","2018-02-28","0.00","281944.00","7000000.000","7000000.000"
"8f2f2c4d54674cb511e80648487b7e54","2018-03-30","0.00","291667.00","7000000.000","7000000.000"
"8f2f2c4d54674cb511e80648487b7e54","2018-04-30","0.00","301389.00","7000000.000","7000000.000"
"8f2f2c4d54674cb511e80648487b7e54","2018-05-30","0.00","291667.00","7000000.000","7000000.000"
"8f2f2c4d54674cb511e80648487b7e54","2018-07-02","0.00","320833.00","7000000.000","7000000.000"
"8f2f2c4d54674cb511e80648487b7e54","2018-07-30","0.00","272222.00","7000000.000","7000000.000"
"8f2f2c4d54674cb511e80648487b7e54","2018-08-31","1037889.00","311111.00","7000000.000","5962111.000"
"8f2f2c4d54674cb511e80648487b7e54","2018-10-01","1092298.00","256702.00","5962111.000","4869813.000"
"8f2f2c4d54674cb511e80648487b7e54","2018-10-30","1152855.00","196145.00","4869813.000","3716958.000"
"8f2f2c4d54674cb511e80648487b7e54","2018-11-30","1188964.00","160036.00","3716958.000","2527994.000"
"8f2f2c4d54674cb511e80648487b7e54","2018-12-31","1240156.00","108844.00","2527994.000","1287838.000"
"8f2f2c4d54674cb511e80648487b7e54","2019-01-30","1287838.00","53660.00","1287838.000","0.000"
